External_ID__c,Resource_Type__c,Organization_Name__c,Phone__c,Website__c,Email__c,Address__c,City__c,State__c,Zip_Code__c,Latitude__c,Longitude__c,Is_24_7__c,Serves_LGBTQIA__c,LGBTQ_Specialized__c,Trans_Inclusive__c,Non_Binary_Inclusive__c,Serves_BIPOC__c,BIPOC_Led__c,Serves_Male_Identifying__c,Serves_Undocumented__c,U_Visa_Support__c,VAWA_Support__c,No_ICE_Contact__c,Serves_Disabled__c,Wheelchair_Accessible__c,Serves_Deaf__c,ASL_Interpreter__c,Is_Free__c,Sliding_Scale__c,Services__c,Languages_Supported__c,Culturally_Specific__c,Description__c
SH123,Shelter,Nevada Coalition to End DV,775-828-1115,www.ncedsv.org,info@ncedsv.org,100 W Grove St,Reno,NV,89509,39.5296,-119.8138,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH124,Shelter,SafeNest Las Vegas,702-646-4981,www.safenest.org,help@safenest.org,P.O. Box 629,Las Vegas,NV,89125,36.1699,-115.1398,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Children Programs]","[English,Spanish,Tagalog]",[Multi-cultural],"Services: [Emergency Shelter,Legal Advocacy,Counseling,Children Programs]"
SH125,Shelter,New Hampshire Coalition Against DV,603-224-8893,www.nhcadsv.org,info@nhcadsv.org,P.O. Box 353,Concord,NH,03302,43.2081,-71.5376,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]",[English],,"Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH126,Shelter,YWCA New Hampshire,603-625-5785,www.ywcanh.org,help@ywcanh.org,72 Concord St,Manchester,NH,03101,42.9956,-71.4548,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Counseling,Legal Advocacy,Children Services]",[English],,"Services: [Emergency Shelter,Counseling,Legal Advocacy,Children Services]"
SH127,Shelter,New Jersey Coalition to End DV,609-584-8107,www.njcedv.org,info@njcedv.org,1670 Whitehorse Hamilton Square Rd,Trenton,NJ,08690,40.2171,-74.6597,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH128,Shelter,Womanspace Princeton,609-394-9000,www.womanspace.org,help@womanspace.org,1935 Greenwood Ave,Ewing,NJ,08638,40.2564,-74.7879,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH129,Legal Aid,Legal Services of New Jersey,888-576-5529,www.lsnj.org,intake@lsnj.org,100 Metroplex Dr,Edison,NJ,08817,40.5187,-74.3571,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Immigration,Housing]","[English,Spanish,Portuguese]",,"Services: [Legal Aid,Family Law,Immigration,Housing]"
SH130,Shelter,New Mexico Coalition Against DV,505-246-9240,www.nmcadv.org,info@nmcadv.org,201 Coal Ave SW,Albuquerque,NM,87102,35.0844,-106.6504,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]","[Spanish,English,Navajo]","[Latinx,Native American]","Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH131,Shelter,Crossroads for Women Albuquerque,505-836-3694,www.crossroadsabq.org,help@crossroads.org,P.O. Box 93536,Albuquerque,NM,87199,35.0844,-106.6504,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Counseling,Legal Advocacy,Children Services]","[Spanish,English]",[Multi-cultural],"Services: [Emergency Shelter,Counseling,Legal Advocacy,Children Services]"
SH132,Shelter,New York State Coalition Against DV,518-482-5465,www.nyscadv.org,info@nyscadv.org,119 Washington Ave,Albany,NY,12210,42.6526,-73.7562,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH133,Shelter,Sanctuary for Families NYC,212-349-6009,www.sanctuaryforfamilies.org,help@sffny.org,P.O. Box 1406,New York,NY,10113,40.7128,-74.0060,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish,Chinese,Russian,Arabic]",[Multi-cultural],"Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH134,Legal Aid,Her Justice NYC,212-695-2500,www.herjustice.org,info@herjustice.org,233 Broadway,New York,NY,10279,40.7133,-74.0070,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Immigration,Economic Justice]","[English,Spanish,French]",[Multi-cultural],"Services: [Legal Aid,Family Law,Immigration,Economic Justice]"
SH135,Counseling,Urban Resource Institute NYC,212-695-3809,www.urinyc.org,info@urinyc.org,P.O. Box 1792,New York,NY,10185,40.7580,-73.9855,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Pet-Friendly,Counseling,Legal Advocacy]","[English,Spanish]",,"Services: [Emergency Shelter,Pet-Friendly,Counseling,Legal Advocacy]"
SH136,Shelter,North Carolina Coalition Against DV,919-956-9124,www.nccadv.org,info@nccadv.org,114 W Parrish St,Durham,NC,27701,35.9940,-78.9018,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH137,Shelter,Family Violence Prevention Center Greensboro,336-273-7273,www.familyserviceofgreensboro.org,help@fvpc.org,315 E Washington St,Greensboro,NC,27401,36.0726,-79.7920,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Counseling,Legal Advocacy,Children Services]","[English,Spanish]",,"Services: [Emergency Shelter,Counseling,Legal Advocacy,Children Services]"
SH138,Legal Aid,Legal Aid of North Carolina,919-856-2564,www.legalaidnc.org,intake@legalaidnc.org,224 S Dawson St,Raleigh,NC,27601,35.7721,-78.6382,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Immigration,Housing]","[English,Spanish]",,"Services: [Legal Aid,Family Law,Immigration,Housing]"
SH139,Shelter,North Dakota Council on Abused Women,701-255-6240,www.ndcaws.org,info@ndcaws.org,418 E Rosser Ave,Bismarck,ND,58501,46.8083,-100.7837,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]",[English],,"Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH140,Shelter,Abused Adult Resource Center Fargo,701-293-7273,www.aarcinfo.org,help@aarc.org,P.O. Box 2984,Fargo,ND,58108,46.8772,-96.7898,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Counseling,Legal Advocacy,Children Services]",[English],,"Services: [Emergency Shelter,Counseling,Legal Advocacy,Children Services]"
SH141,Shelter,Ohio Domestic Violence Network,614-781-9651,www.odvn.org,info@odvn.org,4807 Evanswood Dr,Columbus,OH,43229,40.0742,-82.9571,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH142,Shelter,Domestic Violence & Child Advocacy Center Cleveland,216-391-4357,www.dvcac.org,help@dvcac.org,P.O. Box 94994,Cleveland,OH,44101,41.4993,-81.6944,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Children Programs]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Services,Counseling,Children Programs]"
SH143,Legal Aid,Legal Aid Society of Cleveland,216-687-1900,www.lasclev.org,intake@lasclev.org,1223 W 6th St,Cleveland,OH,44113,41.4848,-81.7007,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Protection Orders,Housing]","[English,Spanish]",,"Services: [Legal Aid,Family Law,Protection Orders,Housing]"
SH144,Shelter,Oklahoma Coalition Against DV,405-917-9922,www.ocadvsa.org,info@ocadvsa.org,3815 N Santa Fe Ave,Oklahoma City,OK,73118,35.5207,-97.5348,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]","[English,Spanish]",[Native American],"Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH145,Shelter,YWCA Oklahoma City,405-949-1000,www.ywcaokc.org,help@ywcaokc.org,2800 N Classen Blvd,Oklahoma City,OK,73106,35.4946,-97.5308,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Counseling,Legal Advocacy,Children Services]","[English,Spanish]","[Black,Multi-cultural]","Services: [Emergency Shelter,Counseling,Legal Advocacy,Children Services]"
SH146,Shelter,Oregon Coalition Against DV,503-365-9644,www.ocadsv.org,info@ocadsv.org,380 SE Spokane St,Portland,OR,97202,45.4949,-122.6627,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH147,Shelter,Bradley Angle Portland,503-281-2442,www.bradleyangle.org,help@bradleyangle.org,P.O. Box 14694,Portland,OR,97293,45.5231,-122.6765,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish,Russian]",,"Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH148,Legal Aid,Legal Aid Services of Oregon,503-224-4086,www.lasoregon.org,intake@lasoregon.org,520 SW 6th Ave,Portland,OR,97204,45.5198,-122.6764,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Immigration,Housing]","[English,Spanish,Russian]",,"Services: [Legal Aid,Family Law,Immigration,Housing]"
SH149,Shelter,Pennsylvania Coalition Against DV,717-545-6400,www.pcadv.org,info@pcadv.org,3605 Vartan Way,Harrisburg,PA,17110,40.3150,-76.8261,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH150,Shelter,Women Against Abuse Philadelphia,215-386-1280,www.womenagainstabuse.org,help@waa.org,P.O. Box 13758,Philadelphia,PA,19101,39.9526,-75.1652,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish]","[Black,Multi-cultural]","Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH151,Shelter,Rhode Island Coalition Against DV,401-467-9940,www.ricadv.org,info@ricadv.org,422 Post Rd,Warwick,RI,02888,41.7226,-71.4506,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish,Portuguese]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH152,Shelter,Women's Resource Center Newport,401-847-2533,www.wrcnewport.org,help@wrcnewport.org,P.O. Box 41,Newport,RI,02840,41.4901,-71.3128,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Children Services]","[English,Spanish,Portuguese]",,"Services: [Emergency Shelter,Legal Advocacy,Counseling,Children Services]"
SH153,Shelter,South Carolina Coalition Against DV,803-256-2900,www.sccadvasa.org,info@sccadvasa.org,P.O. Box 7776,Columbia,SC,29202,34.0007,-81.0348,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Aid,Training,Prevention]",[English],,"Services: [Emergency Shelter,Legal Aid,Training,Prevention]"
SH154,Shelter,Safe Harbor Charleston,843-744-3242,www.safeharborsc.org,help@safeharbor.org,P.O. Box 1775,Charleston,SC,29402,32.7765,-79.9311,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Counseling,Legal Advocacy,Children Programs]",[English],,"Services: [Emergency Shelter,Counseling,Legal Advocacy,Children Programs]"
SH155,Shelter,South Dakota Coalition Ending DV,605-945-0869,www.sdcedsv.org,info@sdcedsv.org,P.O. Box 141,Pierre,SD,57501,44.3683,-100.3510,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]",[English],[Native American],"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH156,Shelter,Working Against Violence Sioux Falls,605-339-0116,www.wavinc.org,help@wavinc.org,P.O. Box 1596,Sioux Falls,SD,57101,43.5460,-96.7313,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Children Services]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Advocacy,Counseling,Children Services]"
SH157,Shelter,Tennessee Coalition to End DV,615-386-9406,www.tncoalition.org,info@tncedv.org,2 International Plaza Dr,Nashville,TN,37217,36.1039,-86.6864,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH158,Shelter,YWCA Nashville,615-297-8833,www.ywcanashville.com,help@ywcanashville.com,335 7th Ave N,Nashville,TN,37219,36.1627,-86.7816,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish]","[Black,Multi-cultural]","Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH159,Legal Aid,Legal Aid Society of Middle Tennessee,615-780-7123,www.las.org,intake@las.org,300 Deaderick St,Nashville,TN,37201,36.1645,-86.7810,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Protection Orders,Housing]","[English,Spanish]",,"Services: [Legal Aid,Family Law,Protection Orders,Housing]"
SH160,Shelter,Texas Council on Family Violence,512-794-1133,www.tcfv.org,info@tcfv.org,P.O. Box 161810,Austin,TX,78716,30.2672,-97.7431,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",[Multi-cultural],"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH161,Shelter,The Bridge Over Troubled Waters Dallas,214-941-1991,www.thebridgeotw.org,help@thebridge.org,P.O. Box 1553,Dallas,TX,75221,32.7767,-96.7970,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Children Services]","[English,Spanish]",[Multi-cultural],"Services: [Emergency Shelter,Legal Advocacy,Counseling,Children Services]"
SH162,Shelter,Casa de Esperanza Houston,713-910-2900,www.casadeesperanzatx.org,info@casadeesperanza.org,P.O. Box 90902,Houston,TX,77290,29.7604,-95.3698,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Language Access]","[Spanish,English]",[Latinx],"Services: [Emergency Shelter,Legal Services,Counseling,Language Access]"
SH163,Legal Aid,Lone Star Legal Aid,713-652-0077,www.lonestarlegal.org,intake@lonestarlegal.org,1415 West Loop S,Houston,TX,77027,29.7457,-95.4624,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Immigration,Housing]","[English,Spanish,Vietnamese]",[Multi-cultural],"Services: [Legal Aid,Family Law,Immigration,Housing]"
SH164,Shelter,Utah Domestic Violence Coalition,801-521-5544,www.udvc.org,info@udvc.org,320 W 200 S,Salt Lake City,UT,84101,40.7642,-111.8998,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH165,Shelter,YWCA Utah Salt Lake City,801-537-8600,www.ywcautah.org,help@ywcautah.org,310 E 300 S,Salt Lake City,UT,84111,40.7625,-111.8830,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Economic Empowerment]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Advocacy,Counseling,Economic Empowerment]"
SH166,Shelter,Vermont Network Against DV,802-223-1302,www.vtnetwork.org,info@vtnetwork.org,P.O. Box 405,Montpelier,VT,05601,44.2601,-72.5754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]",[English],,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH167,Shelter,STEPS to End DV Burlington,802-658-3131,www.stepsvt.org,help@stepsvt.org,P.O. Box 1206,Burlington,VT,05402,44.4759,-73.2121,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Children Services]",[English],,"Services: [Emergency Shelter,Legal Advocacy,Counseling,Children Services]"
SH168,Shelter,Virginia Sexual and DV Action Alliance,804-377-0335,www.vsdvalliance.org,info@vsdvalliance.org,5008 Monument Ave,Richmond,VA,23230,37.5538,-77.4783,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH169,Shelter,YWCA Richmond,804-612-6126,www.ywcarichmond.org,help@ywcavirginia.org,6 N 5th St,Richmond,VA,23219,37.5407,-77.4360,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish]","[Black,Multi-cultural]","Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH170,Legal Aid,Legal Aid Justice Center Virginia,434-977-0553,www.justice4all.org,intake@justice4all.org,1000 Preston Ave,Charlottesville,VA,22903,38.0336,-78.4905,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Immigration,Civil Rights]","[English,Spanish]",,"Services: [Legal Aid,Family Law,Immigration,Civil Rights]"
SH171,Shelter,Washington State Coalition Against DV,360-586-1022,www.wscadv.org,info@wscadv.org,711 Capitol Way S,Olympia,WA,98501,47.0379,-122.9007,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",[Multi-cultural],"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH172,Shelter,New Beginnings Domestic Violence Center Seattle,206-522-9472,www.newbegin.org,help@newbegin.org,P.O. Box 75125,Seattle,WA,98175,47.6062,-122.3321,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Children Services]","[English,Spanish,Vietnamese,Somali]",,"Services: [Emergency Shelter,Legal Advocacy,Counseling,Children Services]"
SH173,Shelter,YWCA Spokane,509-326-1190,www.ywcaspokane.org,help@ywcaspokane.org,930 N Monroe St,Spokane,WA,99201,47.6672,-117.4257,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish]",,"Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH174,Shelter,West Virginia Coalition Against DV,304-965-3552,www.wvcadv.org,info@wvcadv.org,4710 Chimney Dr,Charleston,WV,25302,38.3498,-81.6326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]",[English],,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH175,Shelter,YWCA Resolve Family Abuse Charleston,304-340-3549,www.ywcacharleston.org,help@ywca.org,1114 Kanawha Blvd E,Charleston,WV,25301,38.3368,-81.6247,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Advocacy,Counseling,Children Services]",[English],,"Services: [Emergency Shelter,Legal Advocacy,Counseling,Children Services]"
SH176,Shelter,End Domestic Abuse Wisconsin,608-255-0539,www.endabusewi.org,info@endabusewi.org,1245 E Washington Ave,Madison,WI,53703,43.0808,-89.3648,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish,Hmong]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
SH177,Shelter,Sojourner Family Peace Center Milwaukee,414-933-2722,www.familypeacecenter.org,help@sojournerpeace.org,619 W Walnut St,Milwaukee,WI,53212,43.0539,-87.9173,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]","[English,Spanish,Hmong]",[Multi-cultural],"Services: [Emergency Shelter,Legal Services,Counseling,Economic Empowerment]"
SH178,Legal Aid,Legal Action of Wisconsin,414-278-7722,www.legalaction.org,intake@legalaction.org,230 W Wells St,Milwaukee,WI,53203,43.0389,-87.9119,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Legal Aid,Family Law,Protection Orders,Housing]","[English,Spanish,Hmong]",,"Services: [Legal Aid,Family Law,Protection Orders,Housing]"
SH179,Shelter,Wyoming Coalition Against DV,307-755-5481,www.wyomingdvsa.org,info@wyomingdvsa.org,P.O. Box 236,Laramie,WY,82073,41.3114,-105.5911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Training,Advocacy,Technical Assistance,Policy Work]","[English,Spanish]",,"Services: [Training,Advocacy,Technical Assistance,Policy Work]"
