id,resourceType,organizationName,phone,website,email,address,city,state,zipCode,latitude,longitude,servicesJson,hours,is24_7,servesLGBTQIA,lgbtqSpecialized,transInclusive,nonBinaryInclusive,servesBIPOC,bipocLed,culturallySpecificJson,servesMaleIdentifying,servesUndocumented,uVisaSupport,vawaSupport,noICEContact,servesDisabled,wheelchairAccessible,servesDeaf,aslInterpreter,languagesJson,isFree,slidingScale,acceptsChildren,childAgeRestrictions,acceptsDependentAdults,acceptsPets,hasChildcare,servesPregnant,servesSubstanceUse,servesTeenDating,servesElderAbuse,servesTrafficking,servesTBI,acceptsCriminalRecord,hasMedicalSupport,hasMentalHealthCounseling,traumaInformedCare,providesTransportation,transportationRadius,transportationPartnerships,offersVirtualServices,gasVoucherProgram,relocationAssistance,greyhoundHomeFreePartner,providesReproductiveHealthcare,reproductiveHealthcareServicesJson,acceptsOutOfStatePatients,providesRecoveryHousing,recoveryHousingDuration,financialAssistanceAvailable,travelFundingAvailable,childcareDuringAppointment,childcareDuringRecovery,accompanimentServices,lastVerified,verifiedBy,rating,reviewCount
SH050,shelter,The Shade Tree,702-385-0072,www.theshadetree.org,info@theshadetree.org,1 W Owens Ave,Las Vegas,NV,89106,36.1910,-115.1437,"[Emergency Shelter,24/7 Crisis Line,Children Services,Pet Shelter]",Mon-Sun 24/7,1,0,0,0,0,1,0,[Multi-cultural],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,345
SH051,shelter,Alabama Coalition Against DV,334-832-4842,www.acadv.org,info@acadv.org,P.O. Box 4762,Montgomery,AL,36103,32.3792,-86.3077,"[Emergency Shelter,Legal Advocacy,Counseling,Economic Support]",24/7 Hotline,1,0,0,0,0,1,0,[Multi-cultural],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,123
SH052,legal_aid,Southern Poverty Law Center,334-956-8200,www.splcenter.org,intake@splcenter.org,400 Washington Ave,Montgomery,AL,36104,32.3777,-86.3005,"[Legal Advocacy,Immigration,Civil Rights,LGBTQ+ Rights]",Mon-Fri 9am-5pm,0,1,0,0,0,1,1,"[Black,LGBTQ+]",0,1,1,1,0,0,0,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.9,789
SH053,shelter,SafeHouse Center Birmingham,205-731-6600,www.safehouseshelter.org,help@safehouse.org,P.O. Box 530598,Birmingham,AL,35253,33.5207,-86.8025,"[Emergency Shelter,Counseling,Children Services,Pet Fostering]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,[English],1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.5,156
SH054,shelter,Alaska Network on DV,907-586-3650,www.andvsa.org,info@andvsa.org,1209 Shotgun Rd,Juneau,AK,99801,58.3019,-134.4197,"[Emergency Shelter,Crisis Support,Legal Aid,Cultural Programs]",24/7 Hotline,1,0,0,0,0,1,1,[Alaska Native],0,0,0,0,0,1,1,0,0,[English],1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,89
SH055,shelter,AWAIC Anchorage,907-272-0100,www.awaic.org,support@awaic.org,100 W 13th Ave,Anchorage,AK,99501,61.2181,-149.9003,"[Emergency Shelter,Legal Advocacy,Support Groups,Children Programs]",24/7 Hotline,1,1,0,0,0,1,1,"[Alaska Native,Multi-cultural]",0,1,0,0,0,1,1,0,0,"[English,Spanish,Tagalog]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,267
SH056,legal_aid,Arizona Coalition to End Sexual and DV,602-279-2900,www.acesdv.org,info@acesdv.org,2800 N Central Ave,Phoenix,AZ,85004,33.4784,-112.0740,"[Legal Advocacy,Training,Technical Assistance]",Mon-Fri 9am-5pm,0,1,0,0,0,1,0,[Multi-cultural],0,1,0,0,0,1,1,0,0,"[English,Spanish,Navajo]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,178
SH057,shelter,Chicanos Por La Causa Phoenix,602-257-0700,www.cplc.org,info@cplc.org,1112 E Buckeye Rd,Phoenix,AZ,85034,33.4356,-112.0621,"[Emergency Shelter,Legal Services,Immigration Support,Job Training]",Mon-Fri 9am-6pm,0,0,0,0,0,1,1,[Latinx],0,1,1,1,1,1,1,0,0,"[Spanish,English]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,234
SH058,shelter,Tuba City Regional Health Care,928-283-2501,www.tcrhcc.org,info@tcrhcc.org,P.O. Box 600,Tuba City,AZ,86045,36.1349,-111.2401,"[Medical Services,DV Advocacy,Mental Health,Cultural Support]",Mon-Sun 24/7,1,0,0,0,0,1,1,"[Navajo,Hopi]",0,0,0,0,0,1,1,0,0,"[English,Navajo]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.5,123
SH059,legal_aid,Arkansas Coalition Against DV,501-907-5612,www.domesticpeace.com,info@domesticpeace.com,1401 W Capitol Ave,Little Rock,AR,72201,34.7465,-92.2896,"[Legal Advocacy,Training,Resource Coordination]",Mon-Fri 9am-5pm,0,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,[English],1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.4,67
SH060,shelter,Women's Crisis Center Harrison,870-741-3221,www.wccharrison.org,help@wccharrison.org,P.O. Box 334,Harrison,AR,72602,36.2298,-93.1077,"[Emergency Shelter,Counseling,Legal Aid,Children Services]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,[English],1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,45
SH061,shelter,Rainbow Services San Pedro,310-548-4534,www.rainbowservices.org,help@rainbowservices.org,122 W 8th St,San Pedro,CA,90731,33.7422,-118.2923,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]",24/7 Hotline,1,1,0,0,0,1,0,[Multi-cultural],0,1,0,0,0,1,1,0,0,"[English,Spanish,Tagalog]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,234
SH062,shelter,Center for the Pacific Asian Family,213-653-4042,www.nurturingchange.org,info@nurturingchange.org,543 N Fairfax Ave,Los Angeles,CA,90036,34.0750,-118.3617,"[Emergency Shelter,Counseling,Legal Advocacy,Language Access]",24/7 Hotline,1,0,0,0,0,1,1,"[Asian,Pacific Islander]",0,1,1,1,1,1,1,0,0,"[English,Korean,Chinese,Vietnamese,Tagalog]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.9,345
SH063,legal_aid,Bet Tzedek Legal Services,323-939-0506,www.bettzedek.org,intake@bettzedek.org,3250 Wilshire Blvd,Los Angeles,CA,90010,34.0614,-118.3094,"[Legal Aid,Elder Law,Immigration,Family Law]",Mon-Fri 9am-5pm,0,0,0,0,0,1,0,"[Jewish,Multi-cultural]",0,1,1,1,0,0,1,0,0,"[English,Spanish,Russian,Farsi]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,456
SH064,shelter,Interval House Sacramento,916-728-5613,www.intervalhouse.org,info@intervalhouse.org,P.O. Box 161336,Sacramento,CA,95816,38.5816,-121.4944,"[Emergency Shelter,Transitional Housing,Legal Advocacy,Children Programs]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish,Russian]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,267
SH065,counseling,The LGBT Community Center San Diego,619-692-2077,www.thecentersd.org,info@thecentersd.org,3909 Centre St,San Diego,CA,92103,32.7532,-117.1647,"[Counseling,Support Groups,Youth Programs,Senior Services]",Mon-Fri 9am-10pm,0,1,1,1,1,0,0,[LGBTQ+],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,1,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.9,678
SH066,shelter,Community Overcoming Relationship Abuse,760-568-9071,www.coracares.org,help@coracares.org,P.O. Box 1548,Palm Desert,CA,92261,33.7222,-116.3750,"[Emergency Shelter,Legal Advocacy,Counseling,Economic Support]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,156
SH067,legal_aid,Colorado Legal Services,303-837-1313,www.coloradolegalservices.org,intake@colegalserv.org,1905 Sherman St,Denver,CO,80203,39.7442,-104.9848,"[Legal Aid,Protection Orders,Family Law,Housing]",Mon-Fri 9am-5pm,0,1,0,0,0,1,0,[],0,1,1,1,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,345
SH068,shelter,Violence Free Colorado,303-831-9632,www.violencefreecolorado.org,info@vfco.org,P.O. Box 18902,Denver,CO,80218,39.7392,-104.9903,"[Emergency Shelter,Advocacy,Training,Prevention]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,234
SH069,shelter,Crossroads Safehouse Fort Collins,970-482-3502,www.crossroadssafehouse.org,help@crossroads.org,P.O. Box 993,Fort Collins,CO,80522,40.5853,-105.0844,"[Emergency Shelter,Counseling,Legal Aid,Children Services]",24/7 Hotline,1,1,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,123
SH070,legal_aid,Connecticut Legal Services,860-344-0380,www.ctlegal.org,intake@ctlegal.org,62 Washington St,Middletown,CT,06457,41.5623,-72.6506,"[Legal Aid,Family Law,Immigration,Housing]",Mon-Fri 9am-5pm,0,0,0,0,0,1,0,[],0,1,1,1,0,1,1,0,0,"[English,Spanish,Portuguese]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,234
SH071,shelter,Interval House Hartford,860-527-0550,www.intervalhousect.org,info@intervalhouse.org,P.O. Box 340207,Hartford,CT,06134,41.7658,-72.6734,"[Emergency Shelter,Transitional Housing,Legal Advocacy,Economic Empowerment]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,178
SH072,counseling,The Center for Family Justice Bridgeport,203-384-9559,www.centerforfamilyjustice.org,info@cfjct.org,135 Broad St,Bridgeport,CT,06604,41.1793,-73.1894,"[Counseling,Legal Advocacy,Children Services,Court Accompaniment]",Mon-Fri 9am-5pm,0,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish,Portuguese]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,156
SH073,shelter,Delaware Coalition Against DV,302-658-2958,www.dcadv.org,info@dcadv.org,100 W 10th St,Wilmington,DE,19801,39.7459,-75.5466,"[Emergency Shelter,Legal Advocacy,Training,Prevention]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,123
SH074,legal_aid,Community Legal Aid Society Delaware,302-575-0660,www.declasi.org,intake@declasi.org,100 W 10th St,Wilmington,DE,19801,39.7459,-75.5466,"[Legal Aid,Protection Orders,Family Law,Immigration]",Mon-Fri 9am-5pm,0,0,0,0,0,1,0,[],0,1,1,1,0,1,1,0,0,"[English,Spanish,Haitian Creole]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,89
SH075,shelter,House of Ruth DC,202-667-7001,www.houseofruthdc.org,info@houseofruthdc.org,651 10th St NE,Washington,DC,20002,38.8992,-76.9959,"[Emergency Shelter,Transitional Housing,Legal Services,Economic Empowerment]",24/7 Hotline,1,1,0,0,0,1,1,"[Black,Multi-cultural]",0,1,0,0,0,1,1,0,0,"[English,Spanish,Amharic]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,456
SH076,counseling,DC SAFE,202-644-3069,www.dcsafe.org,info@dcsafe.org,P.O. Box 18537,Washington,DC,20036,38.9072,-77.0369,"[Hospital Advocacy,Court Accompaniment,Counseling,Safety Planning]",Mon-Fri 9am-5pm,0,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,234
SH077,shelter,Florida Coalition Against DV,850-425-2749,www.fcadv.org,info@fcadv.org,425 Office Plaza Dr,Tallahassee,FL,32301,30.4699,-84.2589,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,1,0,0,0,1,0,[Multi-cultural],0,1,0,0,0,1,1,0,0,"[English,Spanish,Haitian Creole]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,567
SH078,shelter,The Spring of Tampa Bay,813-247-7233,www.thespring.org,help@thespring.org,P.O. Box 290637,Tampa,FL,33687,27.9506,-82.4572,"[Emergency Shelter,Legal Advocacy,Counseling,Economic Support]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,345
SH079,legal_aid,Gulfcoast Legal Services,800-230-5313,www.gulfcoastlegal.org,intake@gclegal.org,1501 E 7th Ave,Tampa,FL,33605,27.9647,-82.4518,"[Legal Aid,Immigration,Family Law,Housing]",Mon-Fri 9am-5pm,0,0,0,0,0,1,0,[],0,1,1,1,0,1,1,0,0,"[English,Spanish,Haitian Creole]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,234
SH080,shelter,SafeSpace Miami,305-758-2546,www.safespacefl.org,info@safespace.org,17011 NE 19th Ave,North Miami Beach,FL,33162,25.9274,-80.1627,"[Emergency Shelter,LGBTQ+ Services,Youth Programs,HIV Services]",24/7 Hotline,1,1,1,1,1,1,0,[LGBTQ+],0,1,1,1,1,1,1,0,0,"[English,Spanish,Haitian Creole]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.9,456
SH081,shelter,Georgia Coalition Against DV,404-209-0280,www.gcadv.org,info@gcadv.org,114 New St,Decatur,GA,30030,33.7748,-84.2963,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,234
SH082,shelter,Partnership Against DV Atlanta,404-873-1766,www.padv.org,help@padv.org,P.O. Box 5119,Atlanta,GA,30307,33.7490,-84.3880,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]",24/7 Hotline,1,1,0,0,0,1,1,"[Black,Multi-cultural]",0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,456
SH083,legal_aid,Atlanta Volunteer Lawyers Foundation,404-521-0790,www.avlf.org,info@avlf.org,100 Peachtree St NW,Atlanta,GA,30303,33.7590,-84.3880,"[Legal Aid,Family Law,Protection Orders,Housing]",Mon-Fri 9am-5pm,0,0,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,345
SH084,shelter,Hawaii State Coalition Against DV,808-832-9316,www.hscadv.org,info@hscadv.org,716 Umi St,Honolulu,HI,96819,21.3320,-157.8671,"[Emergency Shelter,Legal Aid,Cultural Programs,Prevention]",24/7 Hotline,1,1,0,0,0,1,1,"[Native Hawaiian,Pacific Islander]",0,1,0,0,0,1,1,0,0,"[English,Hawaiian,Tagalog,Ilocano]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,234
SH085,shelter,Parents And Children Together Honolulu,808-847-3285,www.pacthawaii.org,info@pact.org,1485 Linapuni St,Honolulu,HI,96819,21.3187,-157.8532,"[Emergency Shelter,Transitional Housing,Children Services,Mental Health]",24/7 Hotline,1,0,0,0,0,1,0,[Multi-cultural],0,1,0,0,0,1,1,0,0,"[English,Hawaiian,Tagalog]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,178
SH086,shelter,Idaho Coalition Against Sexual and DV,208-384-0419,www.idvsa.org,info@idvsa.org,300 E Mallard Dr,Boise,ID,83706,43.5985,-116.2422,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,123
SH087,shelter,Women's and Children's Alliance Boise,208-343-7025,www.wcaboise.org,help@wcaboise.org,720 W Washington St,Boise,ID,83702,43.6150,-116.2023,"[Emergency Shelter,Counseling,Legal Advocacy,Children Programs]",24/7 Hotline,1,1,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,156
SH088,shelter,Illinois Coalition Against DV,217-789-2830,www.ilcadv.org,info@ilcadv.org,801 S 11th St,Springfield,IL,62703,39.7817,-89.6501,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,234
SH089,shelter,Between Friends Chicago,773-278-4566,www.betweenfriendschicago.org,info@between.org,1020 W Bryn Mawr Ave,Chicago,IL,60660,41.9836,-87.6564,"[Legal Advocacy,Counseling,Support Groups,Economic Empowerment]",Mon-Fri 9am-5pm,0,1,1,1,1,1,0,[LGBTQ+],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.8,345
SH090,legal_aid,LAF Legal Assistance Foundation Chicago,312-341-1070,www.lafchicago.org,intake@laf.org,120 S LaSalle St,Chicago,IL,60603,41.8801,-87.6324,"[Legal Aid,Family Law,Immigration,Housing]",Mon-Fri 9am-5pm,0,0,0,0,0,1,0,[],0,1,1,1,0,1,1,0,0,"[English,Spanish,Polish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,456
SH091,shelter,Indiana Coalition Against DV,317-917-3685,www.icadvinc.org,info@icadv.org,1915 W 18th St,Indianapolis,IN,46202,39.7910,-86.1840,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,178
SH092,shelter,Sheltering Wings Danville,765-362-3345,www.shelteringwings.org,help@shelteringwings.org,P.O. Box 92,Danville,IN,46122,39.7606,-86.5264,"[Emergency Shelter,Counseling,Legal Advocacy,Children Services]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,[English],1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.5,89
SH093,shelter,Iowa Coalition Against DV,515-244-8028,www.icadv.org,info@icadv.org,515 28th St,Des Moines,IA,50312,41.6005,-93.6571,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,156
SH094,shelter,Family Violence Center Cedar Rapids,319-363-2093,www.burhanshelter.org,help@burhan.org,P.O. Box 2137,Cedar Rapids,IA,52406,41.9779,-91.6656,"[Emergency Shelter,Counseling,Legal Advocacy,Children Programs]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,[English],1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,123
SH095,shelter,Kansas Coalition Against Sexual and DV,785-232-9784,www.kcsdv.org,info@kcsdv.org,634 SW Harrison St,Topeka,KS,66603,39.0473,-95.6815,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,167
SH096,shelter,Safehome Overland Park,913-262-2868,www.safehome-ks.org,help@safehome.org,P.O. Box 14864,Overland Park,KS,66285,38.9822,-94.6708,"[Emergency Shelter,Counseling,Legal Services,Children Programs]",24/7 Hotline,1,1,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,234
SH097,shelter,Kentucky Coalition Against DV,502-209-5382,www.kcadv.org,info@kcadv.org,111 Darby Shire Cir,Frankfort,KY,40601,38.2009,-84.8733,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,[English],1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,134
SH098,shelter,Center for Women and Families Louisville,502-581-7200,www.thecwf.org,help@cwf.org,P.O. Box 2048,Louisville,KY,40201,38.2527,-85.7585,"[Emergency Shelter,Legal Services,Counseling,Economic Empowerment]",24/7 Hotline,1,1,0,0,0,1,0,[],0,1,0,0,0,1,1,0,0,"[English,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,345
SH099,shelter,Louisiana Coalition Against DV,225-752-1296,www.lcadv.org,info@lcadv.org,P.O. Box 77308,Baton Rouge,LA,70879,30.4515,-91.1871,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,0,0,0,0,1,0,[],0,0,0,0,0,1,1,0,0,"[English,French]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,178
SH100,shelter,YWCA Greater New Orleans,504-620-1000,www.ywcagnola.org,info@ywca.org,1452 Josephine St,New Orleans,LA,70130,29.9304,-90.0831,"[Emergency Shelter,Legal Advocacy,Counseling,Children Services]",24/7 Hotline,1,1,0,0,0,1,1,"[Black,Multi-cultural]",0,1,0,0,0,1,1,0,0,"[English,French,Spanish]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.7,267
SH101,shelter,Maine Coalition to End DV,207-941-1194,www.mcedv.org,info@mcedv.org,104 Sewall St,Augusta,ME,04330,44.3106,-69.7795,"[Emergency Shelter,Legal Aid,Training,Prevention]",24/7 Hotline,1,0,0,0,0,0,0,[],0,0,0,0,0,1,1,0,0,"[English,French]",1,0,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,[],0,0,0,0,0,,0,0,,0,0,0,0,0,1704067200,SafeHaven,4.6,123
